"DATETIME","Solar01","Solar02","Solar03","Solar04","Solar05","Solar06","Solar07","Solar08","Solar09","Solar10","Solar11","Solar12","Solar13","Solar14","Solar15","Solar16","Solar17","Solar18","Solar19","Solar20","Solar21","Solar22","Solar23","Solar24","Solar25","Solar26","Solar27","Solar28","Solar29","Solar30","Solar31","Solar32","Solar33","Solar34","Solar35","Solar36","Solar37","Solar38","Solar39","Solar40","Solar41","Solar42","Solar43","Solar44","Solar45","Solar46","Solar47","Solar48","Solar49","Solar50","Solar51","Solar52","Solar53","Solar54","Solar55","Solar56","Solar57","Solar58","Solar59","Solar60","Solar61","Solar62","Solar63","Solar64","Solar65","Solar66","Solar67","Solar68","Solar69","Solar70","Solar71","Solar72","Solar73","Solar74","Solar75"
2024-01-01 11:00:00,43.5050922550282,249.160398683,27.6737019605183,3.29099578264651,0.0797282875141645,3.17765758249032,0.144403898691449,1.70210684242513,8.71319115101539,0,1.34485449462232,1.04105945877301,0.179274205431892,7.93959118579428,7.14136623612417,4.00874568542073,2.04193365378838,8.37438732462398,0.0678023104187768,0,12.4872869491213,3.53147326942397,0.199134150330405,0.980533489067157,1.31464921135341,1.21745696241893,0.661938220935562,3.16025734030622,3.39529478534162,3.86567952719557,91.5586764399154,152.75281383266,108.649617259598,108.098819875586,37.5649524695738,11.9625865036745,22.4710074172629,18.6817449227795,1.25606022312656,1.25606022312656,1.25606022312656,1.1709348565525,1.1709348565525,1.1709348565525,1.1709348565525,1.1709348565525,1.1709348565525,1.1709348565525,0.7210328461947,3.31158456174473,10.6338420093149,7.51122427083624,10.9355843773077,6.49327466441373,14.2380388530262,14.2764946745176,4.83061817825056,5.65646114301249,8.0017118369175,10.7960270714689,1.54834305514176,69.4246475728893,48.8559630176091,22.8776633393691,43.5765893168509,60.4056581985213,32.5679179552764,78.5244745746353,86.9130973957662,123.03809213351,91.7352819710131,19.5252812557985,31.467987171719,26.0051221538524,22.2353108544581
2024-01-01 12:00:00,65.9329414968374,273.32404365279,0,4.16057839424485,0.100794960659238,4.35474548090031,0.182559863524716,2.15185597946751,11.0154850513626,0.262416814780758,1.70020654029191,1.3161394840233,0.226643981040147,10.0374761100995,9.02833550382559,4.4402957565725,2.58147551790584,10.5871588020843,0.0857177725039173,0.272432240825491,15.7868133885815,0.50911632785715,0.251751536051718,1.23962068592068,1.66202008936319,1.53914664992058,0.796450975603684,0.455599827446166,0.489484099475462,4.28182821956044,111.302321917277,171.918300438073,118.191313411319,115.244144196799,42.5602685083477,2.83303442558851,24.2220885299158,21.0924217343273,1.27417034281775,1.27417034281775,1.27417034281775,1.26218140698,1.26218140698,1.26218140698,1.26218140698,1.26218140698,1.26218140698,1.26218140698,0.7772202246744,3.35933162966109,11.9911171322515,7.61952255786705,12.3313730882075,6.58689595676509,16.0753035328931,16.1187216615738,4.90026696720174,5.73801709585804,8.716086893475,12.1740030615033,0.825137768868045,78.743006597629,48.1913554677602,22.5664491735002,42.9837992362173,83.8270062986769,32.1248833118259,82.9116665142952,101.642323524513,135.045727654596,99.4768416591358,20.3202867910486,28.1600629003959,21.8694041189194,10.6317612926458
2024-01-01 13:00:00,95.0379836078618,262.577222772625,58.6736416297847,4.10917636974046,0.0995496854722854,4.12312258978412,0.180304420725851,2.12527079267245,10.8793938210372,0,1.67920127372428,1.29987918855511,0.223843899329558,9.91346772855156,8.91679458839821,4.41049989007447,2.54958258013247,10.456359344747,0.0846587690132482,0,15.5917746002803,0,0.248641262094845,1.22430574486297,1.64148659876044,1.52013120391325,0.719429117607885,0,0,4.25309572312511,109.800584307974,168.188404561513,117.744623738387,122.502931021777,42.7772633280732,6.70992611639827,24.0565684462201,20.6382690437241,1.29748864942686,1.29748864942686,1.29748864942686,1.253556371535,1.253556371535,1.253556371535,1.253556371535,1.253556371535,1.253556371535,1.253556371535,0.7719091402698,3.42081000685273,11.6747969228006,7.75896573689014,12.0060770815837,6.70744126720023,15.729177211142,15.7716604798901,4.98994565753686,5.84302726402259,9.2984728369325,11.852858404521,0.513522665270964,60.9998777498521,49.3764719576848,23.1214007986408,44.0408520785787,117.02872708232,32.9148948933681,82.4289153497585,110.007072894246,127.624640955856,96.1138271301551,21.2041436714811,20.1689114581765,24.1232922321343,4.1806491447325
2024-01-01 14:00:00,38.6595765771685,224.86130199191,51.4753423212928,3.94496297140634,0.0955714205638045,2.296494487183,0.173098986108809,2.04033943226287,10.4446248867263,0,1.61209601397544,1.24793262803552,0.214898513661532,9.51729971859,8.56045623495327,4.01078588239331,2.4476946147241,10.0384959707512,0.0812755839397568,0,14.9686866471746,0.173621121918908,0.238704909176205,1.17537929613606,1.57588851572673,1.45938279877139,0.57310251374194,0.155370686145935,0.166926051792708,3.86764691257924,98.8871118760072,145.449632236409,104.135425314214,108.553343978214,39.6574108173356,33.1403769294663,22.7935643064168,18.5630807330977,1.17564982529126,1.17564982529126,1.17564982529126,1.18774287489,1.18774287489,1.18774287489,1.18774287489,1.18774287489,1.18774287489,1.18774287489,0.7313828099292,3.09958371403673,10.8466831073051,7.03037110732734,11.1544649835826,6.07758854570223,14.1476005481389,14.1858121028922,4.52137191572926,5.29434610865739,7.7361958734775,11.0121143759267,0.690065813348127,50.8910566559082,50.4431111896932,23.6208733654932,44.9922303114818,101.950066525638,33.6259282422227,72.0329833478471,108.416003208839,121.014381949223,86.1509713171396,16.7350141402361,16.1330287070062,14.5853062218994,15.122472301447
2024-01-01 15:00:00,55.2171858153734,181.66027548669,43.2356103802201,3.26321095372325,0.0790551669831063,1.64887816541427,0.143184742580053,1.68773649662424,8.63962845403985,0,1.33350031657785,1.03227012543097,0.177760650429925,7.87255974686594,7.08107395614151,2.81632663009599,2.02469425848367,8.30368504041605,0.0672298771128695,0,12.3818607637015,0,0.197452924140786,0.972255157204529,1.30355004689256,1.20717836115162,0.498041825610065,0,0,2.71581613057978,71.580593044889,112.119299659519,82.7459933108719,80.9280175719677,33.2187809660318,0,16.1793851808912,13.6608422867564,1.00476948135495,1.00476948135495,1.00476948135495,0.843086636665,0.843086636665,0.843086636665,0.843086636665,0.843086636665,0.843086636665,0.843086636665,0.5191519868262,2.64906016551091,8.95155456376409,6.00850880872805,9.20556090210545,5.19421290216341,10.4114259159343,10.4395463572835,3.86419188524495,4.52481451472286,5.795539440405,9.08808174105591,0.346807450815327,50.0907880462056,34.9372410011909,16.3599771299885,31.1619239277712,92.6469392391033,23.2895460089569,59.0557175718621,84.7641137291974,85.7985979085,75.2652478474696,16.0922388590813,19.5764725323543,16.8380434505963,11.086114835679
2024-01-01 16:00:00,81.5962102700164,124.03544480509,56.8125573956747,2.25170996224395,0.0545503522717754,1.21292739041106,0.0988016146921109,1.16458700861967,5.96159357636727,0,0.920153796391204,0.712296249958239,0.122659991384048,5.43229397724133,4.88614588408319,0.93197318086269,1.39709761243724,5.72978290217722,0.0463905601575532,0,8.54384213222049,0.481549748616396,0.136248229938895,0.670884185658493,0.899487243851808,0.832987992672981,0.291463606812135,0.430930949120792,0.462980525582885,0.898712447202325,54.758316880594,71.9617147263917,53.1158815142182,54.42855837323,22.4639413200506,2.69050013719227,11.1263856725623,9.08719326054091,0.637523626938238,0.637523626938238,0.637523626938238,0.57978142989,0.57978142989,0.57978142989,0.57978142989,0.57978142989,0.57978142989,0.57978142989,0.3570151253292,1.68082179647484,5.62394594100129,3.81238323746164,5.78352916258898,3.29571459914474,6.92568125961164,6.94438697919673,2.45181971743864,2.87098306047159,3.9201086952625,5.70972115011131,0.172217836908182,14.8410496178107,30.2019337029404,14.142586263314,26.9383137749927,100.848734027003,20.132938502789,55.8294905060842,53.9242426922617,81.1423805562031,62.4135676462784,16.1611660232689,16.8511076909702,7.11542703611817,1.85849969760151
2024-01-01 17:00:00,20.9743246637198,34.4693979364332,8.54129820046244,1.1546968692749,0.0279739051841695,0.0458147142182695,0.0506663456116669,0.597210562372448,3.05715813934603,0.260149897007885,0.471863039982956,0.365271843893864,0.0629011330994422,2.78572860345229,2.50565901016342,0.0477578298037283,0.716444065267206,2.93828356658134,0.0237894913092862,0.270078803645229,4.38135813540677,0.241467179576114,0.0698693025268255,0.344035369481558,0.46126504827173,0.427163641592872,0.0231549997881967,0.216085007157063,0.232155871812575,0.0460534240440814,23.5780038800412,21.6373680447516,22.4058016490714,24.1824386306751,9.21047721042082,0,2.53113799188289,4.81255039600045,0.209005386644508,0.209005386644508,0.209005386644508,0.13189429589895,0.13189429589895,0.13189429589895,0.13189429589895,0.13189429589895,0.13189429589895,0.13189429589895,0.081217259044506,0.551039670701917,3.02623157698349,1.24984957249263,3.11210291881212,1.08046521722233,3.66782009944102,3.67772659263596,0.803803194694044,0.941221468897541,1.11083863647932,3.07238700753959,0.158230909284652,9.20326886494647,22.4987177877224,10.5354200249716,20.0675071093765,57.7742259996141,14.9978907333249,27.7030902189531,23.3721503203917,17.2248726632319,31.4729025027191,7.4543900784314,3.74469092856618,0.53689832640283,0.536361829432658
2024-01-01 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-02 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-02 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-02 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-02 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-01-02 08:00:00,0,0,30.0221675494174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1084218855324,22.332733977583,23.8043189144561,36.8409169687386,10.0450027984882,12.8628707668632,4.1955838926417,1.91736217871723,0.174970444814256,0.174970444814256,0.174970444814256,0.218626398552575,0.218626398552575,0.218626398552575,0.218626398552575,0.218626398552575,0.218626398552575,0.218626398552575,0.134624751769521,0.46130704017216,1.73068566044162,1.04632105019333,1.77979502175951,0.90451965233448,1.46129161428659,1.46523844783902,0.672909941588976,0.787950692207952,1.53811206345225,1.69146364035869,0,0,0.250265341183691,0.117191144488324,0.223221676933736,38.5361084168581,0.166829606772503,26.0002209626829,78.6644693807205,73.9107761908672,23.2076827727465,5.93343298938207,0,0,0
2024-01-02 09:00:00,0,0,82.9292757255788,1.16473617931683,0.0282171194118166,1.64579934316122,0.0511068552950493,0.602402905190294,3.08373806627297,0.185588530150869,0.475965570683233,0.368447636076221,0.0634480160034984,2.80994863373633,2.52744402433616,0.47666691784391,0.722673062929105,2.96382995931949,0.023996324882104,0.192671720304022,4.41945108767542,0.0977897145108886,0.0704767689616486,0.347026524850139,0.465275436586034,0.43087754118912,0.0102788324638645,0.0875104069922337,0.0940188081313224,0.459655386048073,50.6530743864365,69.3048785279297,59.8219111293513,56.6451983341303,20.789688001058,40.6486136909533,10.9510147292508,7.47567837201545,0.52162448213941,0.52162448213941,0.52162448213941,0.5706430790125,0.5706430790125,0.5706430790125,0.5706430790125,0.5706430790125,0.5706430790125,0.5706430790125,0.3513879539235,1.3752553820876,6.01112505015579,3.11930781531733,6.18169473751298,2.69656738733655,5.69748701491462,5.71287547858276,2.00608908653361,2.34905027652347,4.41473148936625,5.05176215118067,0.626230717356164,2.36946761454109,1.89707639054331,0.888339361487409,1.69207838035254,48.8765498758046,1.26461181861951,45.8258568507905,107.099385618513,106.619240979074,49.6846014967822,12.6849463113972,27.9715637642716,16.9894592741584,0.199920811373736
2024-01-02 10:00:00,0,56.0763417409645,165.167160209551,2.09833650543562,0.0508346978409991,2.50238334443486,0.0920718202524782,1.08526207856159,5.55552430891035,0,0.857478242738993,0.663778749942898,0.114305102341454,5.06227753655448,4.55332989211375,0.420474222163391,1.30193540508766,5.33950323685456,0.0432307035623686,0,7.961885031077,0,0.126967788691959,0.625187435900388,0.838219376205534,0.776249669328362,0.0195316702943237,0,0,0.405468123917645,79.0163170230143,116.522345489073,90.427941519144,84.0465317593442,30.0566489398123,83.5399788002683,20.3526879676111,17.8849010909045,0.923777408960073,0.923777408960073,0.923777408960073,1.06055199588,1.06055199588,1.06055199588,1.06055199588,1.06055199588,1.06055199588,1.06055199588,0.6530617991664,2.43552574126255,11.4023008276253,5.52417723869913,11.7258487277426,4.77551978377854,13.6307351196262,13.6675506615676,3.55270859009607,4.16008000441942,6.657172059408,9.53092649947738,0.948046545231264,9.37308739631254,0,0,0,12.882782452696,0,44.0156093671859,104.430457804283,118.576914352636,86.1162253321779,21.2279516311682,29.1624187026096,18.1325218276131,1.82797478119785
2024-01-02 11:00:00,0,24.4187590147322,205.204881815617,3.29955444539747,0.07993563129994,3.54899913385174,0.14477943981956,1.70653339274379,8.73585093834765,0,1.34835196372552,1.04376686935625,0.17974043132994,7.96023912575762,7.15993828824235,0,2.04724396794762,8.3961660085212,0.06797863914933,0,12.5197617636547,0.0351161222505067,0.1996520245993,0.98308349399065,1.31806812768722,1.22062311766291,0,0.0314248401838692,0.0337619961025536,0,83.8102238651465,123.512949253339,102.267377969867,84.0439295199361,39.2143183962646,107.599873703497,21.8766223607074,15.4267310071609,1.1528447609406,1.1528447609406,1.1528447609406,1.1399622273325,1.1399622273325,1.1399622273325,1.1399622273325,1.1399622273325,1.1399622273325,1.1399622273325,0.7019606639331,3.039458492616,11.4431174046467,6.8939971105278,11.7678235023932,5.959696470273,11.7572740856404,11.7890295568911,4.4336670777126,5.1916472428002,9.07109596066375,8.21078070652887,1.70969232796822,14.3444024253362,3.87972954071436,1.81675154470452,3.46048609860025,14.6050097059191,2.58627003883038,64.9210741019984,92.6844130791554,117.452830395127,103.394914896912,20.7647912069281,28.2092236202847,17.5946705443751,3.6817269761946
2024-01-02 12:00:00,19.4334409429841,0,181.92139456768,3.31733786426323,0.0803664557755564,4.10011070557806,0.145559749241353,1.71573099764281,8.78293405182747,0,1.35561909877245,1.04939239963409,0.180709167997375,8.0031419688498,7.19852779592889,0.501724271264895,2.05827788104252,8.44141834166705,0.0683450197118945,0,12.58723880373,0.137646227671477,0.200728077636036,0.988381962569654,1.32517204368441,1.22720183989279,0.18750021634171,0.123177345027788,0.132338399126873,0.483818479875024,104.3218079813,160.885776876515,122.816694590637,55.7345107121829,39.6839250897566,87.3380843992686,22.0531899377249,17.5262316785105,1.29021038539983,1.29021038539983,1.29021038539983,1.14916293323,1.14916293323,1.14916293323,1.14916293323,1.14916293323,1.14916293323,1.14916293323,0.7076262320244,3.40162096930145,12.1917132571353,7.71544180992957,12.5376612620872,6.66981586792595,13.3573800850634,13.3934573165872,4.96195455180183,5.81025079606388,4.7185274992245,12.6677994615116,1.49488042980073,22.0763774392153,1.73220973199418,0.811137651046982,1.54502720731462,4.29647634911312,1.15470990537193,67.8390411202589,112.390014100741,93.7274864194279,77.9931617319915,18.4485828741807,31.467987171719,11.6921399689579,0
2024-01-02 13:00:00,32.5037125742309,34.1422273615517,193.334567571724,3.13235409150755,0.0758850038401,2.33483281039854,0.1374429421274,1.62005717545035,8.29317378523725,0.182124333395186,1.2800260945108,0.99087542815625,0.1706323337901,7.5568650275573,6.79711832711275,0,1.9435027139073,7.970701918998,0.06453391571445,0.18907530867316,11.8853401676055,0,0.1895349346345,0.93326709883225,1.2512768499413,1.15876973090515,0.127890919514474,0,0,0,113.105381121043,140.821430267712,94.6833172160097,52.3107238686506,31.4433511977137,84.9137420763625,27.8830397743208,20.9794975798673,1.24646014888271,1.24646014888271,1.24646014888271,1.4529487962925,1.4529487962925,1.4529487962925,1.4529487962925,1.4529487962925,1.4529487962925,1.4529487962925,0.8946900846819,3.28627410522982,11.7887693647911,7.45381594810249,12.1232835677233,6.44364653535082,15.9892399181027,16.0324255957386,4.79369774059871,5.61322878366333,5.42553743512625,11.7186259105018,1.53249339060421,18.9285939246101,0,0,0,10.6158517155153,0,71.4709605860621,82.2454316055464,121.933213399318,70.296780046072,20.8099500418234,31.467987171719,11.8492578674407,0.438151142528132
2024-01-02 14:00:00,4.52726293893906,0,143.723972716807,1.31592567795863,0.0318798648581636,2.29837537781942,0.0577408209659273,0.680598289547209,3.48402511879323,0,0.537748657085309,0.416274272153409,0.0716839357763455,3.17469623296776,2.85552088987041,0,0.816480209995036,3.34855224541855,0.0271111867646455,0,4.99312142271174,0.0556688244218658,0.0796250615573636,0.392072576685045,0.525670881697945,0.486807940351791,0.0292522083691902,0.0498171152897091,0.0535221577074232,0,89.6323712555036,130.33116483694,106.82249846762,76.4034622786281,31.8126336171805,79.1227688902621,21.8967087122016,19.3557851164955,0.7562771318973,0.7562771318973,0.7562771318973,1.1410089008825,1.1410089008825,1.1410089008825,1.1410089008825,1.1410089008825,1.1410089008825,1.1410089008825,0.7026051797271,1.993913690028,8.34266046922649,4.5225276973149,8.57938903103313,3.9096175879215,14.7517494569498,14.7915927703204,2.9085277870233,3.4057699871091,3.405165344256,9.76827021812371,1.24846125963272,15.1493937965255,0,0,0,4.68748747385099,0,50.9160450993017,83.7866504143759,95.7026027940352,61.4355161805637,18.5623320149077,31.467987171719,10.940345673115,0
