"","X1","X2","X3"
"2024-01-01 13:30:00",6383.68292035079,2057.40796869799,2625.04758352769
"2024-01-01 13:45:00",6372.64880004718,2037.25339062456,2632.6354975625
"2024-01-01 14:00:00",6362.722389,2017.319658,2642.56571
"2024-01-01 14:15:00",6354.92160315652,1997.87979043551,2656.05012169253
"2024-01-01 14:30:00",6346.88983452573,1978.84535979552,2681.44954123574
"2024-01-01 14:45:00",6335.42684413208,1960.03757600777,2728.91200416108
"2024-01-01 15:00:00",6317.332393,1941.277649,2808.585546
"2024-01-01 15:15:00",6291.13806220742,1922.7351260699,2925.25497407896
"2024-01-01 15:30:00",6262.30271304627,1905.97290399494,3062.25218290435
"2024-01-01 15:45:00",6238.01702686199,1892.9022169225,3197.54583877757
"2024-01-01 16:00:00",6225.471685,1885.434299,3309.104608
"2024-01-01 16:15:00",6232.3593218263,1886.3123653005,3380.68942586663
"2024-01-01 16:30:00",6268.38038378917,1901.60755459974,3419.23030364685
"2024-01-01 16:45:00",6343.73727035746,1938.22298659911,3437.44952160365
"2024-01-01 17:00:00",6468.632381,2003.061781,3448.06936
"2024-01-01 17:15:00",6646.16813726862,2098.84954296246,3461.10944476701
"2024-01-01 17:30:00",6851.04704904704,2211.60181948111,3475.77878450823
"2024-01-01 17:45:00",7050.87164830193,2323.1566430092,3488.58373349534
"2024-01-01 18:00:00",7213.244467,2415.352046,3496.030646
"2024-01-01 18:15:00",7313.92607541171,2474.50526284965,3495.24393036221
"2024-01-01 18:30:00",7361.30919702268,2504.85033572583,3485.82021119522
"2024-01-01 18:45:00",7371.94459362231,2515.1005087391,3467.97416718063
"2024-01-01 19:00:00",7362.383027,2513.969026,3441.920477
"2024-01-01 19:15:00",7346.54071583454,2508.8126556858,3408.00818109666
"2024-01-01 19:30:00",7327.79570636224,2501.56226224056,3367.12376696088
"2024-01-01 19:45:00",7306.89150170883,2492.79223417504,3320.28808384466
"2024-01-01 20:00:00",7284.571605,2483.07696,3268.521981
"2024-01-01 20:15:00",7260.90325860952,2472.82363342276,3212.67078478239
"2024-01-01 20:30:00",7233.24866190335,2461.77066893692,3152.87772996125
"2024-01-01 20:45:00",7198.29375349551,2449.48928623262,3089.11052840948
"2024-01-01 21:00:00",7152.724472,2435.550705,3021.336892
"2024-01-01 21:15:00",7093.55115283676,2419.36073671689,2949.80403350816
"2024-01-01 21:30:00",7019.08171864936,2399.66356001176,2875.87716931913
"2024-01-01 21:45:00",6927.94848888728,2375.03794530075,2801.20101672054
"2024-01-01 22:00:00",6818.783783,2344.062663,2727.420293
"2024-01-01 22:15:00",6691.45607149656,2305.88540200656,2656.40936554434
"2024-01-01 22:30:00",6550.77842912421,2261.92952514105,2590.96120213722
"2024-01-01 22:45:00",6402.80008168976,2214.18731370502,2534.09842066148
"2024-01-01 23:00:00",6253.570255,2164.651049,2488.843639
"2024-01-01 23:15:00",6108.09071364574,2114.98498117876,2457.23274159572
"2024-01-01 23:30:00",5967.17337735378,2065.54123579903,2437.354679132
"2024-01-01 23:45:00",5830.58270463493,2016.34390726979,2426.31166885228
"2024-01-02 00:00:00",5698.083154,1967.41709,2421.205928
"2024-01-02 00:15:00",5569.64043382673,1918.85974651278,2419.53271768214
"2024-01-02 00:30:00",5446.02525196066,1871.07031178781,2420.35947445978
"2024-01-02 00:45:00",5328.20956611426,1824.52208891894,2423.14667875753
"2024-01-02 01:00:00",5217.165334,1779.688381,2427.354811
"2024-01-02 01:15:00",5114.09008885984,1737.05248492639,2431.93577062884
"2024-01-02 01:30:00",5021.08366605359,1697.13767279973,2433.80713315387
"2024-01-02 01:45:00",4940.47147647054,1660.47721052321,2429.37789310196
"2024-01-02 02:00:00",4874.578931,1627.604364,2415.057045
"2024-01-02 02:15:00",4824.62788860893,1598.93755578167,2388.81800244314
"2024-01-02 02:30:00",4787.426000575,1574.43583501327,2354.89185529975
"2024-01-02 02:45:00",4758.67736625357,1553.94340748824,2319.07411250649
"2024-01-02 03:00:00",4734.086085,1537.304479,2287.160283
"2024-01-02 03:15:00",4710.47160725134,1524.31138146255,2263.69315092671
"2024-01-02 03:30:00",4689.11478777142,1514.54895127217,2248.20460127212
"2024-01-02 03:45:00",4672.4118324058,1507.55015094571,2238.97379423146
"2024-01-02 04:00:00",4662.758947,1502.847943,2234.27989
"2024-01-02 04:15:00",4662.20022143261,1500.11197944625,2232.69722649062
"2024-01-02 04:30:00",4671.37128171432,1499.55867027304,2233.98085248678
"2024-01-02 04:45:00",4690.55563788887,1501.54111496331,2238.18099448954
"2024-01-02 05:00:00",4720.0368,1506.412413,2245.347879
"2024-01-02 05:15:00",4759.47953822136,1514.3649486587,2255.56531589203
"2024-01-02 05:30:00",4806.07366324631,1524.94824538566,2269.05144853077
"2024-01-02 05:45:00",4856.3902458981,1537.55111141979,2286.05800365411
"2024-01-02 06:00:00",4907.000357,1551.562355,2306.836708
"2024-01-02 06:15:00",4955.41089299444,1566.50565691895,2331.28663809748
"2024-01-02 06:30:00",5002.87205280046,1582.44418818431,2357.89626964016
"2024-01-02 06:45:00",5051.56986095625,1599.57599235752,2384.80142811275
"2024-01-02 07:00:00",5103.690342,1618.099113,2410.137939
"2024-01-02 07:15:00",5161.0305156915,1638.14842263425,2432.86140279616
"2024-01-02 07:30:00",5223.83138267686,1659.60610962708,2455.2065200336
"2024-01-02 07:45:00",5291.94493882379,1682.29119130637,2480.22776625424
"2024-01-02 08:00:00",5365.22318,1706.022685,2510.979617
"2024-01-02 08:15:00",5443.37841834895,1730.73741968467,2549.30025601477
"2024-01-02 08:30:00",5525.56423111711,1756.84347093236,2592.16269985044
"2024-01-02 08:45:00",5610.79451182671,1784.86672596387,2635.32367326089
"2024-01-02 09:00:00",5698.083154,1815.333072,2674.539901
"2024-01-02 09:15:00",5785.83826424085,1848.34175575206,2706.61591956664
"2024-01-02 09:30:00",5870.04480147972,1882.28546189346,2732.54751243963
"2024-01-02 09:45:00",5946.08193772873,1915.13023458813,2754.37827484281
"2024-01-02 10:00:00",6009.328845,1944.842118,2774.151802
"2024-01-02 10:15:00",6057.06896642205,1969.97339971334,2793.39628717181
"2024-01-02 10:30:00",6094.20282958902,1991.42134099379,2811.57831576603
"2024-01-02 10:45:00",6127.53523321149,2010.66944652734,2827.64907122724
"2024-01-02 11:00:00",6163.870976,2029.201221,2840.559737
"2024-01-02 11:15:00",6207.91743153971,2048.10416131647,2849.60275849611
"2024-01-02 11:30:00",6255.99227291418,2066.88173325639,2855.43562899623
"2024-01-02 11:45:00",6302.31574808156,2084.64139481811,2859.05710374824
"2024-01-02 12:00:00",6341.108105,2100.490604,2861.465938
"2024-01-02 12:15:00",6368.56641645035,2113.55066448953,2863.36848367187
"2024-01-02 12:30:00",6388.79505450425,2122.99826273065,2864.30147937404
"2024-01-02 12:45:00",6407.87521605602,2128.02393085645,2863.50926038919
"2024-01-02 13:00:00",6431.888098,2127.818201,2860.236162
"2024-01-02 13:15:00",6464.71866117451,2122.1350096473,2853.9399824883
"2024-01-02 13:30:00",6501.46692219383,2112.98191069601,2844.93237213261
"2024-01-02 13:45:00",6535.03666161624,2102.92986239672,2833.73844421062
"2024-01-02 14:00:00",6558.33166,2094.549823,2820.883312
"2024-01-02 14:15:00",6566.16683107036,2089.77900265564,2806.98395893742
"2024-01-02 14:30:00",6561.00162122042,2088.01961911029,2793.0248490955
"2024-01-02 14:45:00",6547.20661001028,2088.04014200979,2780.08231670583
"2024-01-02 15:00:00",6529.152377,2088.609041,2769.232696
"2024-01-02 15:15:00",6511.82333635656,2088.70270418325,2761.16353016825
"2024-01-02 15:30:00",6502.65924067447,2088.12919348782,2755.00719823537
"2024-01-02 15:45:00",6509.71367715515,2086.90448929848,2749.50728818481
"2024-01-02 16:00:00",6541.040233,2085.044572,2743.407388
"2024-01-02 16:15:00",6601.76134739403,2083.98264629887,2738.58610718645
"2024-01-02 16:30:00",6685.27486745669,2090.82081418844,2749.462141338
"2024-01-02 16:45:00",6782.047492291,2114.07840198379,2793.58920757055
"2024-01-02 17:00:00",6882.545921,2162.274736,2888.521023
"2024-01-02 17:15:00",6977.59112658293,2239.64891201191,3043.09954100781
"2024-01-02 17:30:00",7059.42117762378,2333.31910363343,3231.31966003762
"2024-01-02 17:45:00",7120.62841660274,2426.12325393823,3418.46451479862
"2024-01-02 18:00:00",7153.805186,2500.899306,3569.81724
"2024-01-02 18:15:00",7154.86469977426,2544.82715523162,3659.48763051668
"2024-01-02 18:30:00",7133.00365779821,2562.45450640284,3696.89212188652
"2024-01-02 18:45:00",7100.73963142306,2562.67101662265,3700.27380981309
"2024-01-02 19:00:00",7070.590192,2554.366343,3687.87579
"2024-01-02 19:15:00",7051.76948066379,2544.79713401474,3674.69282070672
"2024-01-02 19:30:00",7040.27791768339,2534.68800363019,3662.72631041632
"2024-01-02 19:45:00",7028.81249311129,2523.13055718055,3650.72933016776
"2024-01-02 20:00:00",7010.070197,2509.2164,3637.454951
"2024-01-02 20:15:00",6977.58988730494,2492.22220570941,3621.69165289082
"2024-01-02 20:30:00",6928.27789359323,2472.16492107638,3602.36955157322
"2024-01-02 20:45:00",6859.88241333491,2449.24656115515,3578.45417171901
"2024-01-02 21:00:00",6770.151644,2423.669141,3548.911038
"2024-01-02 21:15:00",6658.28949602268,2395.3392547101,3512.69950487062
"2024-01-02 21:30:00",6529.32273169367,2362.98181256429,3468.75424591579
"2024-01-02 21:45:00",6389.73382626783,2325.02630388634,3416.00376450307
"2024-01-02 22:00:00",6246.005255,2279.902218,3353.376564
"2024-01-02 22:15:00",6103.7129537762,2226.77575062206,3280.23237065796
"2024-01-02 22:30:00",5964.80670100707,2167.75992304145,3197.65580226361
"2024-01-02 22:45:00",5830.32973573441,2105.70446294011,3107.16269948746
"2024-01-02 23:00:00",5701.325297,2043.459098,3010.268903
"2024-01-02 23:15:00",5578.76120910689,1983.41281456728,2908.61619696631
"2024-01-02 23:30:00",5463.30363740304,1926.11163364492,2804.35013952978
"2024-01-02 23:45:00",5355.54333249768,1871.6408349001,2699.74223232835
"2024-01-03 00:00:00",5256.071045,1820.085698,2597.063977
"2024-01-03 00:15:00",5165.46992040563,1771.61668968694,2498.45891922679
"2024-01-03 00:30:00",5084.29268375576,1726.74502500387,2405.55878086728
"2024-01-03 00:45:00",5013.08445497802,1686.06710606886,2319.86732782413
"2024-01-03 01:00:00",4952.390354,1650.179335,2242.888326
"2024-01-03 01:15:00",4902.87822206748,1619.79810695057,2176.53063689213
"2024-01-03 01:30:00",4865.70678569891,1596.1197892146,2124.32350437608
"2024-01-03 01:45:00",4842.15749273088,1580.46074212133,2090.201267922
"2024-01-03 02:00:00",4833.511791,1574.137326,2078.098267
"2024-01-03 02:15:00",4840.56784823068,1577.90074197954,2090.45641461093
"2024-01-03 02:30:00",4862.1907116986,1590.24155438774,2123.74791787838
"2024-01-03 02:45:00",4896.76214856721,1609.08516835206,2172.95255745664
"2024-01-03 03:00:00",4942.663926,1632.356989,2233.050114
"2024-01-03 03:15:00",4998.65288668165,1658.50791511564,2300.70349621103
"2024-01-03 03:30:00",5064.9861753817,1688.09082010946,2379.30812498541
"2024-01-03 03:45:00",5142.2960123909,1722.18407104855,2473.94254926708
"2024-01-03 04:00:00",5231.214618,1761.866035,2589.685318
"2024-01-03 04:15:00",5331.12078433959,1807.75503033916,2728.39249654494
"2024-01-03 04:30:00",5436.3795908996,1858.62918067443,2879.03021592998
"2024-01-03 04:45:00",5540.10268900981,1912.80656092248,3027.34212360004
"2024-01-03 05:00:00",5635.40173,1968.605246,3159.071867
"2024-01-03 05:15:00",5717.84868774125,2024.46985554336,3262.56146393733
"2024-01-03 05:30:00",5792.8568262699,2079.35118806784,3336.54641366965
"2024-01-03 05:45:00",5868.2997321636,2132.32658680839,3382.36058581715
"2024-01-03 06:00:00",5952.050992,2182.473395,3401.33785
"2024-01-03 06:15:00",6049.99881866417,2228.93421536239,3396.19186814325
"2024-01-03 06:30:00",6160.08993027082,2271.11268855423,3375.15547139141
"2024-01-03 06:45:00",6278.28567124205,2308.47771471896,3347.84128319387
"2024-01-03 07:00:00",6400.547386,2340.498194,3323.861927
"2024-01-03 07:15:00",6522.12037072707,2366.75669735084,3310.86136947405
"2024-01-03 07:30:00",6635.38572864684,2387.29047896523,3308.6089501397
"2024-01-03 07:45:00",6732.00851474319,2402.25046384701,3314.9053517355
"2024-01-03 08:00:00",6803.653784,2411.787577,3327.551257
"2024-01-03 08:15:00",6844.40455106818,2416.29396339052,3344.09762766368
"2024-01-03 08:30:00",6858.01566926682,2417.12664783484,3361.09654142478
"2024-01-03 08:45:00",6850.65995158205,2415.88387511174,3374.85035497349
"2024-01-03 09:00:00",6828.510211,2414.16389,3381.661425
"2024-01-03 09:15:00",6797.39541139085,2413.06189985273,3378.76283162124
"2024-01-03 09:30:00",6761.7691201609,2411.66096232041,3367.11054866118
"2024-01-03 09:45:00",6725.7410556005,2408.54109762789,3348.59127337053
"2024-01-03 10:00:00",6693.420936,2402.282326,3325.091703
"2024-01-03 10:15:00",6667.85903027469,2392.0288760892,3298.54175442947
"2024-01-03 10:30:00",6647.8678098396,2379.1818102585,3271.04422305549
"2024-01-03 10:45:00",6631.20029673471,2365.70639929855,3244.74512390376
"2024-01-03 11:00:00",6615.609513,2353.567914,3221.790472
"2024-01-03 11:15:00",6599.46187985416,2344.07316054048,3203.49169403587
"2024-01-03 11:30:00",6583.57741523071,2335.89508664558,3187.82186336687
"2024-01-03 11:45:00",6569.38953624191,2327.04817542789,3171.91946501443
"2024-01-03 12:00:00",6558.33166,2315.54691,3152.922984
"2024-01-03 12:15:00",6551.50688430869,2300.02735788952,3129.19079114579
"2024-01-03 12:30:00",6548.69702973755,2281.61192428418,3103.96080047705
"2024-01-03 12:45:00",6549.35359754764,2262.04459878676,3081.69081181978
"2024-01-03 13:00:00",6552.928089,2243.069371,3066.838625
"2024-01-03 13:15:00",6558.41473841109,2226.16181272957,3062.48800589659
"2024-01-03 13:30:00",6562.97871231908,2211.72382459269,3066.22658459994
"2024-01-03 13:45:00",6563.32791031752,2199.88888940946,3074.26795725332
"2024-01-03 14:00:00",6556.170232,2190.79049,3082.82572
"2024-01-03 14:15:00",6542.21355540631,2185.40405978594,3092.37050376786
"2024-01-03 14:30:00",6538.16567236114,2188.07283459506,3120.40107862321
"2024-01-03 14:45:00",6564.7343531354,2203.98200085664,3188.67324941695
"2024-01-03 15:00:00",6642.627368,2238.316745,3318.942821
"2024-01-03 15:15:00",6782.73424846366,2293.18143379854,3521.51963465697
"2024-01-03 15:30:00",6956.67157098636,2358.35715540209,3760.92967740724
"2024-01-03 15:45:00",7126.23767326588,2420.54417830459,3990.25297270389
"2024-01-03 16:00:00",7253.230893,2466.442771,4162.569544
"2024-01-03 16:15:00",7310.28827177029,2486.78998762929,4242.51043051051
"2024-01-03 16:30:00",7313.40166669343,2488.4700249216,4240.91073449782
"2024-01-03 16:45:00",7289.40163876985,2482.40386525311,4180.15657398623
"2024-01-03 17:00:00",7265.118749,2479.512491,4082.634067
"2024-01-03 17:15:00",7261.03369831454,2487.86128055931,3968.71403311351
"2024-01-03 17:30:00",7272.22774736494,2504.09319641152,3850.70609810147
"2024-01-03 17:45:00",7287.43229673287,2521.99559705797,3738.9045892887
"2024-01-03 18:00:00",7295.378747,2535.355841,3643.603834
"2024-01-03 18:15:00",7286.89724945592,2539.20192069598,3571.47383073858
"2024-01-03 18:30:00",7261.21295822182,2533.52436443233,3514.68726272128
"2024-01-03 18:45:00",7219.64977812681,2519.55433445252,3461.79248434334
"2024-01-03 19:00:00",7163.531614,2498.522993,3401.33785
"2024-01-03 19:15:00",7094.28177018991,2471.61527920366,3324.53012629154
"2024-01-03 19:30:00",7013.72114912278,2439.83123973415,3233.2097286384
"2024-01-03 19:45:00",6923.77005274426,2404.12469814756,3131.87548466606
"2024-01-03 20:00:00",6826.348783,2365.449478,3025.026222
"2024-01-03 20:15:00",6723.14403837818,2324.57621369252,2916.49248359527
"2024-01-03 20:30:00",6614.90810353705,2281.54278300608,2807.43167372513
"2024-01-03 20:45:00",6502.1596596774,2236.20387456659,2698.33291199243
"2024-01-03 21:00:00",6385.417388,2188.414177,2589.685318
"2024-01-03 21:15:00",6265.47774076613,2138.26897529189,2482.60762615552
"2024-01-03 21:30:00",6144.24825447903,2086.82593986655,2380.73703008607
"2024-01-03 21:45:00",6023.91423670241,2035.38333750793,2288.34033822359
"2024-01-03 22:00:00",5906.660995,1985.239435,2209.684359
"2024-01-03 22:15:00",5794.43803024479,1937.56307588992,2147.99276717329
"2024-01-03 22:30:00",5688.25161654684,1893.00541077773,2102.31670280559
"2024-01-03 22:45:00",5588.87222132547,1852.08816702667,2070.6641722851
"2024-01-03 23:00:00",5497.070312,1815.333072,2051.043182
"2024-01-03 23:15:00",5413.45438983283,1783.07482605468,2041.54591163571
"2024-01-03 23:30:00",5337.98509145861,1754.90002152255,2040.60123406657
"2024-01-03 23:45:00",5270.4610873551,1730.20822372914,2046.72219546414
"2024-01-04 00:00:00",5210.681048,1708.398998,2058.421842
"2024-01-04 00:15:00",5158.46612109577,1688.95114832885,2074.26634150262
"2024-01-04 00:30:00",5113.7273632437,1671.66043338208,2093.03434842814
"2024-01-04 00:45:00",5076.39830826978,1656.40185049427,2113.55763888959
"2024-01-04 01:00:00",5046.41249,1643.050397,2134.667989
"2024-01-04 01:15:00",5023.70795483095,1631.38827247368,2154.84286919755
"2024-01-04 01:30:00",5008.24079944158,1620.82648544913,2171.14252722088
"2024-01-04 01:45:00",4999.97163308142,1610.68324670002,2180.27290513377
"2024-01-04 02:00:00",4998.861065,1600.276767,2178.939945
"2024-01-04 02:15:00",5004.93049393978,1589.18007962018,2165.25212044157
"2024-01-04 02:30:00",5018.44447661497,1577.9855078214,2142.92803131336
"2024-01-04 02:45:00",5039.72835923266,1567.54019736191,2117.08880902847
"2024-01-04 03:00:00",5069.107488,1558.691294,2092.855585
"2024-01-04 03:15:00",5107.63893581616,1552.23200357685,2074.39788806742
"2024-01-04 03:30:00",5159.30668234855,1548.73977226529,2062.07883677569
"2024-01-04 03:45:00",5228.82643395667,1548.73810632109,2055.30994709611
"2024-01-04 04:00:00",5320.913897,1552.750512,2053.502735
"2024-01-04 04:15:00",5437.85432484246,1561.26143274431,2056.32048619499
"2024-01-04 04:30:00",5572.21115886582,1574.59906074245,2064.4335653339
"2024-01-04 04:45:00",5714.11738745626,1593.05252536936,2078.76410680586
"2024-01-04 05:00:00",5853.705999,1616.910956,2100.234245
"2024-01-04 05:15:00",5982.51818159524,1646.98927724278,2130.26788041825
"2024-01-04 05:30:00",6097.72792218818,1686.20559463992,2172.29597801372
"2024-01-04 05:45:00",6197.91740743703,1738.0038089671,2230.25126885233
"2024-01-04 06:00:00",6281.668824,1805.827821,2308.066484
"2024-01-04 06:15:00",6348.88750338597,1891.18736797208,2407.2233678039
"2024-01-04 06:30:00",6404.77135650648,1987.85553294788,2519.39971773622
"2024-01-04 06:45:00",6455.84143912375,2087.67123544975,2633.82234455044
"2024-01-04 07:00:00",6508.618807,2182.473395,2739.718059
"2024-01-04 07:15:00",6567.51677215778,2265.11109891579,2828.37169994429
"2024-01-04 07:30:00",6628.51767166092,2332.47410569356,2899.30021866639
"2024-01-04 07:45:00",6685.49609883361,2382.46234162454,2954.0785945553
"2024-01-04 08:00:00",6732.326647,2412.975733,2994.281807
"2024-01-04 08:15:00",6764.63882706105,2423.4835573335,3021.92945363768
"2024-01-04 08:30:00",6785.08182022483,2419.73249702789,3040.81960509821
"2024-01-04 08:45:00",6798.0597252762,2409.03858570834,3055.19495025963
"2024-01-04 09:00:00",6807.976641,2398.717857,3069.298178
"2024-01-04 09:15:00",6818.41119019177,2394.53533932832,3086.51384112999
"2024-01-04 09:30:00",6829.64009168976,2396.05204031987,3106.79394819079
"2024-01-04 09:45:00",6841.11458834286,2401.27796240148,3129.23237165619
"2024-01-04 10:00:00",6852.285923,2408.223108,3152.922984
"2024-01-04 10:15:00",6862.6156843906,2414.96517305634,3176.8923576236
"2024-01-04 10:30:00",6871.60684476614,2419.85262756764,3199.89786463865
"2024-01-04 10:45:00",6878.77272225861,2421.30163504512,3220.62957708438
"2024-01-04 11:00:00",6883.626635,2417.728359,3237.777567
"2024-01-04 11:15:00",6885.79054719895,2408.27224577445,3250.35220189122
"2024-01-04 11:30:00",6885.32100737068,2394.96587303457,3258.6450311296
"2024-01-04 11:45:00",6882.38321010707,2380.5651012774,3263.26789955318
"2024-01-04 12:00:00",6877.14235,2367.825791,3264.832652
"2024-01-04 12:15:00",6870.01102398549,2358.7707710646,3264.13996538965
"2024-01-04 12:30:00",6862.39143837615,2352.49074379408,3262.74584496795
"2024-01-04 12:45:00",6855.93320182873,2347.34337987653,3262.39512806228
"2024-01-04 13:00:00",6852.285923,2341.68635,3264.832652
"2024-01-04 13:15:00",6852.59197070285,2334.22967424841,3270.86213714392
"2024-01-04 13:30:00",6855.96475437473,2325.0927702891,3277.52283599858
"2024-01-04 13:45:00",6861.01044360925,2314.74740518523,3280.91288410395
"2024-01-04 14:00:00",6866.335208,2303.665346,3277.130417
"2024-01-04 14:15:00",6873.15419595313,2292.31033176987,3263.85081911278
"2024-01-04 14:30:00",6893.11847112494,2281.11398942452,3245.05847041271
"2024-01-04 14:45:00",6940.48807598428,2270.49991786691,3226.31499975629
"2024-01-04 15:00:00",7029.523053,2260.891716,3213.182036
"2024-01-04 15:15:00",7168.05020423463,2252.67121962522,3209.88853373307
"2024-01-04 15:30:00",7338.1633701255,2246.05321213782,3215.33275047557
"2024-01-04 15:45:00",7515.52315070362,2241.21071383151,3227.08026948028
"2024-01-04 16:00:00",7675.790146,2238.316745,3242.696674
"2024-01-04 16:15:00",7798.54937563958,2238.16496499488,3261.65633062682
"2024-01-04 16:30:00",7879.08353762304,2244.03158939922,3291.06873931002
"2024-01-04 16:45:00",7916.59974954498,2259.81347285395,3339.95218333822
"2024-01-04 17:00:00",7910.305129,2289.40747,3417.324946
"2024-01-04 17:15:00",7862.55368270703,2334.99367512963,3526.86361446279
"2024-01-04 17:30:00",7788.28697388232,2391.88514114031,3650.87799140934
"2024-01-04 17:45:00",7705.59345486645,2453.67816058084,3766.33618340122
"2024-01-04 18:00:00",7632.561578,2513.969026,3850.206297
"2024-01-04 18:15:00",7582.23352187605,2567.12377400223,3886.02100120951
"2024-01-04 18:30:00",7547.46637009767,2610.58741741454,3883.57121480261
"2024-01-04 18:45:00",7516.07093252046,2642.57471311958,3859.2124189944
"2024-01-04 19:00:00",7475.858019,2661.300418,3829.300095
"2024-01-04 19:15:00",7416.98568647628,2665.9562558927,3807.00885430853
"2024-01-04 19:30:00",7339.00098022699,2659.64181845153,3792.78982950522
"2024-01-04 19:45:00",7243.7981926142,2646.4336642846,3783.91328344929
"2024-01-04 20:00:00",7133.271616,2630.408352,3777.649479
"2024-01-04 20:15:00",7009.43077431257,2614.71494694259,3771.02891429073
"2024-01-04 20:30:00",6874.74611774438,2598.79254140432,3760.12302855152
"2024-01-04 20:45:00",6731.803328054,2581.15273441389,3740.76349628655
"2024-01-04 21:00:00",6583.188087,2560.307125,3708.781992
"2024-01-04 21:15:00",6431.8356147422,2534.80840149317,3660.96038582541
"2024-01-04 21:30:00",6282.0792850455,2503.37360943117,3597.8813304137
"2024-01-04 21:45:00",6138.60201007605,2464.76088365359,3521.07767404514
"2024-01-04 22:00:00",6006.086702,2417.728359,3432.082265
"2024-01-04 22:15:00",5888.12504185925,2361.85300117848,3332.82527711074
"2024-01-04 22:30:00",5783.94378619863,2299.98709937099,3226.82618641866
"2024-01-04 22:45:00",5691.67846043869,2235.80177362802,3118.00179451725
"2024-01-04 23:00:00",5609.46459,2172.968144,3010.268903
"2024-01-04 23:15:00",5535.82256205516,2114.42144491793,2906.90712624724
"2024-01-04 23:30:00",5470.81221078498,2060.15336833485,2808.64732978664
"2024-01-04 23:45:00",5414.87823212231,2009.41972058435,2715.58319193272
"2024-01-05 00:00:00",5368.465322,1961.476308,2627.808391
"2024-01-05 00:15:00",5331.85702524822,1915.77289438419,2545.53121116594
"2024-01-05 00:30:00",5304.69228228643,1872.5350734146,2469.41836005979
