,Solar-bus015,Solar-bus018,Solar-bus019,Solar-bus032,Solar-bus054,Solar-bus055,Solar-bus069,Solar-bus076,Solar-bus092,Solar-bus100,Solar-bus104,Solar-bus105,Solar-bus110,Solar-bus112
52,106.0118369,141.626286,88.18989933,492.6643278,172.0123949,24.95406839,74.28116314,24.97902875,344.9564032,74.49114647,359.0554504,183.7321504,157.7310742,100.9073611
53,104.0463319,138.7995128,86.34076169,486.3293524,168.592078,24.52224881,75.78995933,24.54677724,337.4961372,71.27097877,350.0009507,179.4001817,151.1584981,99.23350047
54,101.5176286,135.2120479,84.0033445,477.6968662,163.6745969,23.94318827,79.38006877,23.96713749,329.2817465,68.91244563,336.4531075,175.7413846,147.7980376,98.59928995
55,98.41975734,130.8667533,81.18030273,466.4493587,157.4217853,23.21688902,83.9999949,23.24011176,320.0042062,67.01554255,318.237876,171.8310043,146.5959774,98.47466332
56,94.7463047,125.7711044,77.8824046,452.1464284,150.0454248,22.34463935,88.18484158,22.36698962,309.1177928,64.94328528,295.461589,166.4641643,146.0195537,98.1653834
57,90.4908572,119.9325766,74.12041831,434.3476736,141.7572972,21.32772755,90.46971268,21.34906065,296.0767828,62.05868957,268.230579,158.4359882,144.5360026,96.97721299
58,85.64719776,113.3545944,69.90172459,412.7324256,132.7257764,20.16814407,89.73666855,20.18831729,280.4518853,57.90821821,237.0250874,146.9746913,140.873979,94.32430797
59,80.20989471,106.0243787,65.22015425,387.4589471,122.9456056,18.87068791,86.25559545,18.88956335,262.2795402,52.77212214,203.8209897,133.0408558,134.8078135,90.05439661
60,74.17371278,97.92509963,60.06615062,358.8052336,112.36812,17.44086025,80.64333612,17.4583055,241.7126202,47.11409934,170.9680701,118.0281555,126.3732557,84.12360023
61,67.53341666,89.03992729,54.43015702,327.0492806,100.944655,15.88416225,73.51673328,15.90005041,218.9039977,41.39784776,140.8161129,103.3302643,115.6060551,76.48804018
62,60.29080191,79.36250372,48.3073835,292.4423059,88.65519522,14.20501976,65.41210926,14.21922836,193.9991587,35.97366954,115.1156018,89.96480196,102.6199715,67.20195912
63,52.47578744,68.92835887,41.71210698,255.1284166,75.59432265,12.40355746,56.5437047,12.41596414,167.1140423,30.73828337,93.21981862,77.4451715,87.84080597,56.71208499
64,44.125323,57.78349466,34.6633711,215.2249422,61.8852686,10.47882471,47.04523982,10.48930617,138.3572007,25.47501212,73.88274479,64.9087218,71.77236987,45.56326705
65,35.27635833,45.97391302,27.18021948,172.8492119,47.65126436,8.42987087,37.05043484,8.438302864,107.8371864,19.96717864,55.85836168,51.49280174,54.91847456,34.30035454
66,26.09482862,33.72219548,19.40381665,128.7462979,33.21134364,6.287976551,26.81836602,6.294266111,76.1619302,14.13995283,38.33866061,36.78219647,37.94366261,23.49275996
67,17.26261079,21.95724202,11.96381069,86.17224311,19.66774974,4.21334732,17.10953379,4.217561729,45.936877,8.485892845,22.26767264,22.1514363,22.15540141,13.80814873
68,9.59056718,11.78453224,5.611970532,49.0108331,8.318528354,2.398419987,8.809794634,2.400819011,20.26685023,3.639403866,9.027438772,9.422487785,9.021889593,5.938749516
69,3.889560146,4.309545739,1.100065141,21.14585349,0.461725171,1.035631362,2.80500502,1.036667254,2.256673296,0.234891091,0,0.417317519,0.011325756,0.576790964
70,0.704621649,0.270630486,0,5.205996895,0,0.255627627,0,0.255883318,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0,0,0.134862389,0,0,0,0,0,2.620748207,1.250574391,12.39725129,1.40294502,4.040404775,0.785554099
123,0,0.656735595,0.886478184,0,0,0,0,0,8.341521516,3.515858552,31.48405094,4.043426151,11.01897402,2.724446946
124,0,3.152790801,2.850048882,0,0,0,0,0,18.8483473,7.083793903,56.36791151,8.354771639,21.48769654,6.5712826
125,2.315573381,8.363905644,6.62077598,2.463659301,1.365732748,0.128441986,0.374608063,0.12857046,35.82725293,12.24232186,86.15634556,14.77030973,35.99856112,13.08066512
126,7.932648606,16.90935018,12.55889331,23.63257147,8.227598803,1.311448164,3.254915878,1.312759942,60.1497596,19.07656996,119.7932007,23.60570474,54.58584431,22.66649627
127,15.71351895,28.07567058,20.08476404,54.1664179,18.08628314,3.012232966,7.298639758,3.015245958,89.42936379,26.86041024,155.5676648,34.70596528,75.2129736,34.37986859
128,24.78277763,40.81623205,28.38378367,90.77777217,29.9538315,5.038916934,11.94365764,5.043957121,120.4650558,34.66490085,191.6052608,47.79843602,95.32566422,46.93117236
129,34.26501784,54.0843998,36.64134772,130.1792079,42.84228962,7.199620607,16.62784745,7.206822041,150.0558259,41.56109993,226.0315115,62.61046163,112.3696314,59.03079781
130,43.42641813,66.91522801,44.2057529,169.4973304,55.9289233,9.331243195,20.89069938,9.340576788,175.7790087,46.90758972,257.3533412,78.74469965,124.5582509,69.64638392
131,52.09949836,78.67052677,51.0769008,207.5148722,69.05187856,11.38579859,24.67815261,11.39718725,198.3253162,51.21304876,285.6032791,95.30505901,133.1755409,78.77456452
132,60.25836372,88.79379515,57.41759425,243.4285973,82.21452145,13.34407935,28.03775857,13.35742679,219.1638044,55.27367969,311.1952558,111.2707615,140.2731798,86.66922212
133,67.87711939,96.72853222,63.39063605,276.4352699,95.42021806,15.18687805,31.0170687,15.20206875,239.7635296,59.88568513,334.5432017,125.6210289,147.9028463,93.58423927
134,74.92492275,102.2099233,69.07581291,305.9340051,108.5699224,16.89817288,33.64634228,16.9150753,261.0356027,65.58344612,355.9274271,137.5605705,157.4738269,99.72252597
135,81.35113994,106.139899,74.22084711,332.1333219,121.1549401,18.47468458,35.88667001,18.49316391,281.6593536,71.85405738,375.0937611,147.1960454,167.8258394,105.0831021
136,87.10018929,109.7120762,78.49044481,355.44409,132.564165,19.91631954,37.68185044,19.93624088,299.7561667,77.92279203,391.6544122,154.8596002,177.1562095,109.6140151
137,92.11648913,114.1200716,81.5493122,376.2771792,142.1864907,21.22298415,38.9756821,21.24421248,313.4474267,83.01492319,405.2215893,160.8833816,183.6622631,113.2633122
138,96.27078564,120.0002571,82.88427771,394.9557871,149.6077474,22.38595444,39.76167307,22.40834603,321.5773595,86.54584507,415.550141,165.6005374,186.2080834,116.031885
139,99.13913644,125.7600246,81.27065891,411.452422,155.2015118,23.36198506,40.23216948,23.38535292,325.8815567,88.6914362,422.9654763,169.3482201,186.3247841,118.1320017
140,100.223927,129.2495208,75.30589564,425.6519201,159.538297,24.0992003,40.62922701,24.12330557,328.8184513,89.81769616,427.935644,172.4645836,186.2102366,119.8287744
141,99.02754271,128.3188926,63.58742772,437.4391172,163.1886162,24.54572447,41.1949013,24.57027637,332.8464762,90.29062455,430.9286931,175.2877816,188.0623122,121.3873155
142,95.39438576,121.7861219,45.86083657,446.7137699,166.5374941,24.67648173,42.11289796,24.70116442,339.5963291,90.40963724,432.2888824,177.9331646,193.2792932,122.9900459
143,90.53692483,112.3405305,26.46426982,453.4353157,169.2280011,24.57359574,43.33352229,24.59817552,347.3877663,90.20781519,431.8653101,179.6248694,200.0611058,124.4886209
144,86.00964528,103.6392755,10.8840167,457.5781129,170.7177188,24.34599002,44.74872953,24.37034214,353.7128089,89.65165561,429.3832845,179.3642295,205.8080873,125.6520048
145,83.36703248,99.33951381,4.606366418,459.1165193,170.4642292,24.10258809,46.25047493,24.12669675,356.0634777,88.70765575,424.5681136,176.1525783,207.9205747,126.2491615
146,83.69126567,101.958098,11.26864338,458.1628613,168.1391644,23.92414208,47.82089677,23.94807225,352.5516777,87.37731007,417.2580485,169.6399903,204.4806206,126.052232
147,86.17529968,109.4506631,27.1123128,455.3813378,164.2703587,23.77871853,49.80286555,23.80250324,343.7688491,85.80210207,407.7431118,162.0715036,196.2971386,124.8460646
148,89.53978324,118.6325398,46.52987506,451.574116,159.5996965,23.60621257,52.6294348,23.62982473,330.926316,84.15851249,396.4262688,156.3408974,184.8607574,122.4186844
149,92.50536506,126.3190589,63.91383058,447.5433633,154.8690625,23.34651933,56.73365807,23.36987173,315.2354025,82.62302206,383.7104852,155.3419508,171.6621061,118.5581166
150,94.02307312,130.0040023,74.85577278,443.617344,150.5715818,22.94385966,62.20645739,22.9668093,297.9637421,81.27305501,369.8476537,160.8031681,158.0407267,113.2023743
151,93.96545237,129.8949578,79.74366719,438.2287114,146.2053413,22.35975728,67.77022875,22.38212267,280.6042054,79.78980947,354.4853769,169.7919546,144.7318146,106.8894229
152,92.43542702,126.8779642,80.16457236,429.336216,141.0196683,21.56006161,71.80523664,21.58162711,264.7059724,77.75542705,337.1201848,178.2104408,132.3194784,100.3072159
153,89.5359213,121.8390606,77.70554687,414.8986084,134.2638902,20.51062209,72.69174555,20.53113788,251.8182231,74.75204935,317.2486074,181.960757,121.3878267,94.14370657
154,85.35390658,115.5274635,73.73340017,393.4870968,125.4054721,19.20115775,69.38276431,19.22036375,242.7232074,70.47630256,294.5098689,177.9890183,112.2842927,88.8696351
155,79.91254297,108.1450998,68.73394536,366.1227208,114.7844301,17.71686608,63.12227916,17.73458741,235.1354551,65.08275115,269.1139713,167.4172775,104.4096075,84.08688848
156,73.21903773,99.7570737,62.97274644,334.4389776,102.9589178,16.16681417,55.72702071,16.18298505,226.002566,58.84044414,241.4136105,152.4115718,96.92782679,79.18014039
157,65.28059816,90.42848955,56.71536742,300.0693647,90.48708903,14.6600691,49.01371956,14.67473286,212.27214,52.01843059,211.7614829,135.1379385,89.00300617,73.53406455
158,56.19974004,80.23438599,50.17145794,264.3768331,77.84231921,13.26596978,44.28070565,13.27923909,191.726317,44.86114852,180.6011711,117.3845812,79.946225,66.6520433
159,46.4602132,69.28953889,43.32701022,227.6421491,65.15887053,11.89494234,40.7527063,11.90684028,165.4853977,37.5145919,148.7398044,99.42836799,69.65665745,58.51229361
160,36.641076,57.71865843,36.11210213,189.8755328,52.48622691,10.41768472,37.13604818,10.42810503,135.5042233,30.10014372,117.0753985,81.16833346,58.1805014,49.21174109
161,27.32138678,45.64645479,28.45681154,151.0872043,39.87387224,8.704894843,32.13705794,8.71360193,103.7376347,22.73918694,86.5059691,62.50351203,45.56395472,38.84731135
162,19.01679386,33.34644048,20.43639242,111.7961708,27.51944596,6.693569035,24.93054975,6.70026429,72.21472117,15.61609209,58.03674557,43.6304213,32.09388791,27.70562436
163,11.98930538,21.68733734,12.70680324,74.55658792,16.21320968,4.58589713,16.56528773,4.590484183,43.2615651,9.167179884,33.10181147,25.93551142,19.019862,16.83207754
164,6.437519466,11.68666953,6.069178555,42.43139836,6.893580584,2.650367346,8.558523513,2.653018381,19.27849714,3.891758611,13.24246391,11.10271568,7.832110658,7.461762651
165,2.560034229,4.36196121,1.32465295,18.48354484,0.498975819,1.155467898,2.427508723,1.156623657,2.665847919,0.289136545,0,0.815967376,0.020867539,0.82977147
166,0.434118684,0.384280201,0,4.74902718,0,0.292312975,0,0.292605362,0,0,0,0,0,0
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,0,0,0.16795679,0,0,0,0,0,2.515993019,1.509237566,12.31957917,2.163803609,4.581241447,1.302785123
219,0,0.609025907,0.856592482,0,0,0,0,0,8.532742075,4.116223325,31.3162161,6.590962271,12.12383913,3.967450498
220,0,3.037978639,2.532032926,0,0,0,0,0,20.25228751,8.027408987,56.13573171,14.34420161,22.84211391,8.632905756
221,2.171621318,8.135711739,5.660403974,2.953162791,2.054869639,0.145349038,0.465439397,0.145494423,39.87666968,13.44924626,85.92394692,26.48624724,36.95038668,15.93806053
222,7.6056728,16.50196266,10.54353509,25.389113,11.01955713,1.336445431,3.573131023,1.337782213,68.62813242,20.44148222,119.6614254,43.56525354,54.38981166,26.21258154
223,15.15826932,27.37795711,16.82607019,57.38790623,23.7202062,3.044454661,7.965747919,3.047499882,103.8097335,28.47704539,155.667702,64.07108991,74.00887656,38.54916387
224,23.99601756,39.66529287,23.9883568,95.13498302,38.72444194,5.074699267,13.08282787,5.079775245,141.7447344,36.88215967,192.0970542,85.97905448,94.38290242,51.73125969
225,33.28552417,52.26556772,31.51074246,134.8157839,54.59988947,7.232501792,18.36390864,7.239736115,178.7563962,44.98304895,227.1037597,107.2644454,114.0872103,64.54232118
226,42.32704077,64.26981251,38.95500455,173.2576904,70.075858,9.353246037,23.32316503,9.362601637,211.9034575,52.24308099,259.1866974,126.3040238,131.9795624,76.00851223
227,50.95539875,75.52679035,46.20863986,209.855848,84.52839323,11.39256084,27.77331985,11.40395627,241.1865655,58.67419904,288.2231519,143.0804028,148.0474857,86.12684368
228,59.13907445,86.07469742,53.24057506,244.6473434,97.49522499,13.33613632,31.60173292,13.34947581,267.3418445,64.42549019,314.4350093,157.9776584,162.5609483,95.13703808
229,66.8465442,95.9517299,60.01973681,277.6692629,108.5140831,15.16966257,34.69576406,15.18483605,291.1054188,69.64604154,338.0441558,171.3798667,175.7899182,103.278818
230,74.03795425,105.1704473,66.48878372,308.8630769,117.3464964,16.87881089,36.97837379,16.89569395,313.0583616,74.45347474,359.2420457,183.6034708,187.9460706,110.7434933
231,80.64013047,113.6408625,72.48530228,337.7877907,124.6491896,18.44917739,38.51492543,18.46763121,333.1615414,78.83954958,378.0984071,194.6943817,199.0079089,117.5287231
232,86.57156869,121.2473516,77.82061092,363.9067933,131.3026864,19.86633936,39.40638298,19.8862107,351.2207755,82.76456037,394.6525364,204.6308774,208.8956435,123.5837538
233,91.75076468,127.874291,82.30602808,386.6834736,138.1875107,21.11587409,39.75371047,21.13699528,367.0418812,86.18880145,408.9437301,213.3912361,217.5294849,128.8578318
234,96.12490598,133.444068,85.81566178,405.7728588,145.884222,22.18752416,39.70482751,22.20971727,380.485455,89.08351669,421.0023513,220.9546298,224.842682,133.3166445
235,99.75594704,138.031115,88.47477828,421.5965282,153.773523,23.08769321,39.59547616,23.11078672,391.6312096,91.46374817,430.8230303,227.3038068,230.8206371,136.9916428
236,102.734534,141.7478759,90.47143344,434.7676993,160.9361524,23.82695019,39.80835409,23.85078314,400.6136371,93.35548755,438.3914641,232.4224095,235.4617909,139.9307186
237,105.1513131,144.7067942,91.99368309,445.8995896,166.4528488,24.41586402,40.72615897,24.44028603,407.5672292,94.78472647,443.6933496,236.2940801,238.7645843,142.1817638
238,107.0725401,146.9961548,93.18735608,455.4798032,169.658245,24.8641313,42.61962805,24.88900169,412.5834173,95.76851647,446.7215755,238.9081755,240.7397453,143.7815044
239,108.4669094,148.6076069,94.02937327,463.493491,170.9025507,25.17795935,45.31165691,25.20314364,415.5813901,96.28814872,447.4977965,240.2769099,241.4471516,144.7220028
240,109.2787249,149.5086409,94.45442853,469.8001904,170.78987,25.36268312,48.51318073,25.38805219,416.4372758,96.31597428,446.0508589,240.4182121,240.958968,144.9841557
241,109.4522908,149.666747,94.39721574,474.259439,169.9243069,25.4236376,51.93513468,25.44906764,415.0272025,95.8243442,442.4096092,239.3500109,239.3473594,144.5488595
242,108.956219,149.0555548,93.80966722,476.7473436,168.7571316,25.36511797,55.39101448,25.39048948,411.3131663,94.79550632,436.5886789,237.0908462,236.6664438,143.4011419
243,107.8563534,147.67325,92.71266913,477.2062892,167.1282799,25.18726023,59.10455802,25.21245384,405.6006346,93.2512955,428.5458406,233.6617027,232.898151,141.5425544
244,106.242846,145.5241576,91.14434608,475.5952299,164.7248534,24.8891606,63.40206378,24.91405603,398.2809428,91.22344339,418.2246523,229.0841767,228.0063636,138.9787795
245,104.2058487,142.6126025,89.1428227,471.87312,161.2339543,24.46991528,68.6098302,24.49439136,389.7454264,88.74368163,405.5686718,223.3798641,221.9549645,135.7154999
246,101.8028583,138.9437826,86.73456865,465.9230959,156.4385564,23.92710672,74.80373474,23.95103985,380.0779245,85.83598143,390.5553402,216.5633409,214.7138286,131.7534837
247,98.96075099,134.5263876,83.89943386,457.3250227,150.5051221,23.25226228,81.05797088,23.2755204,368.1322913,82.49327236,373.2976309,208.6211026,206.2767997,127.0738415
